,links
124,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt3198698', 'url': 'https://www.imdb.com/title/tt3198698', 'tcourl': 'https://t.co/wDrxlSK1je', 'indices': [60, 83]}]"
125,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt157678…', 'url': 'https://www.imdb.com/title/tt15767808', 'tcourl': 'https://t.co/Qc8sL0ypaI', 'indices': [67, 90]}]"
126,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt133750…', 'url': 'https://www.imdb.com/title/tt13375076', 'tcourl': 'https://t.co/mtzVBjG1kM', 'indices': [46, 69]}]"
127,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt139187…', 'url': 'https://www.imdb.com/title/tt13918776', 'tcourl': 'https://t.co/4G4YX86XJz', 'indices': [173, 196]}]"
128,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt212150…', 'url': 'https://www.imdb.com/title/tt21215056', 'tcourl': 'https://t.co/kwdBgKoZzh', 'indices': [36, 59]}]"
129,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0082158', 'url': 'https://www.imdb.com/title/tt0082158', 'tcourl': 'https://t.co/6MPmoL1IjT', 'indices': [222, 245]}]"
130,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt101518…', 'url': 'https://www.imdb.com/title/tt10151854', 'tcourl': 'https://t.co/dyCkK7EXVW', 'indices': [51, 74]}]"
131,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt109546…', 'url': 'https://www.imdb.com/title/tt10954600', 'tcourl': 'https://t.co/zQtyVkurGV', 'indices': [61, 84]}]"
132,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt106403…', 'url': 'https://www.imdb.com/title/tt10640346', 'tcourl': 'https://t.co/pM9ylBPyeW', 'indices': [34, 57]}]"
133,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt101518…', 'url': 'https://www.imdb.com/title/tt10151854', 'tcourl': 'https://t.co/vtC0HO4NWW', 'indices': [52, 75]}]"
134,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt122617…', 'url': 'https://www.imdb.com/title/tt12261776', 'tcourl': 'https://t.co/QvDVEwXRUR', 'indices': [30, 53]}]"
135,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt2906216', 'url': 'https://www.imdb.com/title/tt2906216', 'tcourl': 'https://t.co/c495hwtbqz', 'indices': [71, 94]}]"
136,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt164282…', 'url': 'https://www.imdb.com/title/tt16428256', 'tcourl': 'https://t.co/kDIBVJ5ZGi', 'indices': [36, 59]}]"
137,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt157678…', 'url': 'https://www.imdb.com/title/tt15767808', 'tcourl': 'https://t.co/z1cWNR8hzH', 'indices': [66, 89]}]"
138,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt6710474', 'url': 'https://www.imdb.com/title/tt6710474', 'tcourl': 'https://t.co/m0QYYvj1d7', 'indices': [60, 83]}]"
139,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0475323', 'url': 'https://www.imdb.com/title/tt0475323', 'tcourl': 'https://t.co/cHyRKK1ZCC', 'indices': [61, 84]}]"
140,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt5189670', 'url': 'https://www.imdb.com/title/tt5189670', 'tcourl': 'https://t.co/zbMA9oGLfb', 'indices': [111, 134]}]"
141,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt3630556', 'url': 'https://www.imdb.com/title/tt3630556', 'tcourl': 'https://t.co/EqlU4qHTz7', 'indices': [36, 59]}]"
142,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt113583…', 'url': 'https://www.imdb.com/title/tt11358390', 'tcourl': 'https://t.co/bZNvZauIN7', 'indices': [162, 185]}]"
143,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt157678…', 'url': 'https://www.imdb.com/title/tt15767808', 'tcourl': 'https://t.co/4ORHxwQucX', 'indices': [80, 103]}]"
144,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt101518…', 'url': 'https://www.imdb.com/title/tt10151854', 'tcourl': 'https://t.co/uaAVI12KrS', 'indices': [51, 74]}]"
145,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt1399664', 'url': 'https://www.imdb.com/title/tt1399664', 'tcourl': 'https://t.co/ZSqwlibmdD', 'indices': [49, 72]}]"
146,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0090329', 'url': 'https://www.imdb.com/title/tt0090329', 'tcourl': 'https://t.co/50SjfVkwcf', 'indices': [33, 56]}]"
147,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt5555260', 'url': 'https://www.imdb.com/title/tt5555260', 'tcourl': 'https://t.co/IGIQNUfN2C', 'indices': [66, 89]}]"
148,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0454084', 'url': 'https://www.imdb.com/title/tt0454084', 'tcourl': 'https://t.co/7648S5prSZ', 'indices': [81, 104]}]"
149,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt7888964', 'url': 'https://www.imdb.com/title/tt7888964', 'tcourl': 'https://t.co/nENtrhgn3l', 'indices': [33, 56]}]"
150,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0332452', 'url': 'https://www.imdb.com/title/tt0332452', 'tcourl': 'https://t.co/bwyTl1b7U1', 'indices': [32, 55]}]"
151,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt111273…', 'url': 'https://www.imdb.com/title/tt11127388', 'tcourl': 'https://t.co/dAISxiekfZ', 'indices': [60, 83]}]"
152,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt143094…', 'url': 'https://www.imdb.com/title/tt14309446', 'tcourl': 'https://t.co/UvwubVTr3X', 'indices': [34, 57]}]"
153,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt1034303', 'url': 'https://www.imdb.com/title/tt1034303', 'tcourl': 'https://t.co/0UMWX55d4M', 'indices': [64, 87]}]"
154,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt1877832', 'url': 'https://www.imdb.com/title/tt1877832', 'tcourl': 'https://t.co/KlpVadDi6Y', 'indices': [87, 110]}]"
155,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt6718170', 'url': 'https://www.imdb.com/title/tt6718170', 'tcourl': 'https://t.co/a10GPUeIWT', 'indices': [54, 77]}]"
156,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0068574', 'url': 'https://www.imdb.com/title/tt0068574', 'tcourl': 'https://t.co/iMPbQRlFYy', 'indices': [98, 121]}]"
157,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt1924396', 'url': 'https://www.imdb.com/title/tt1924396', 'tcourl': 'https://t.co/ZjmWozooLV', 'indices': [41, 64]}]"
158,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt112459…', 'url': 'https://www.imdb.com/title/tt11245972', 'tcourl': 'https://t.co/eegq9eifC5', 'indices': [52, 75]}]"
159,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt101518…', 'url': 'https://www.imdb.com/title/tt10151854', 'tcourl': 'https://t.co/Goml2LmbH7', 'indices': [47, 70]}]"
160,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0910911', 'url': 'https://www.imdb.com/title/tt0910911', 'tcourl': 'https://t.co/6eO1XEU10E', 'indices': [86, 109]}]"
161,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt5724948', 'url': 'https://www.imdb.com/title/tt5724948', 'tcourl': 'https://t.co/YnwkZXEQSY', 'indices': [60, 83]}]"
162,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt3673600', 'url': 'https://www.imdb.com/title/tt3673600', 'tcourl': 'https://t.co/aRlPg3uo8g', 'indices': [100, 123]}]"
163,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt157678…', 'url': 'https://www.imdb.com/title/tt15767808', 'tcourl': 'https://t.co/yrShPx66bW', 'indices': [67, 90]}]"
164,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0053604', 'url': 'https://www.imdb.com/title/tt0053604', 'tcourl': 'https://t.co/s8garu33Bn', 'indices': [40, 63]}]"
165,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt8420184', 'url': 'https://www.imdb.com/title/tt8420184', 'tcourl': 'https://t.co/ydxF08nAaK', 'indices': [47, 70]}]"
166,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0265666', 'url': 'https://www.imdb.com/title/tt0265666', 'tcourl': 'https://t.co/8HryXlCgt9', 'indices': [47, 70]}]"
167,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt112912…', 'url': 'https://www.imdb.com/title/tt11291274', 'tcourl': 'https://t.co/6k1l5VEfHy', 'indices': [66, 89]}]"
168,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt113583…', 'url': 'https://www.imdb.com/title/tt11358390', 'tcourl': 'https://t.co/QBClcydRM0', 'indices': [204, 227]}]"
169,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt3700142', 'url': 'https://www.imdb.com/title/tt3700142', 'tcourl': 'https://t.co/zUUJGd9wlC', 'indices': [68, 91]}]"
170,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0086058', 'url': 'https://www.imdb.com/title/tt0086058', 'tcourl': 'https://t.co/W8zn5ivqyB', 'indices': [47, 70]}]"
171,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0104454', 'url': 'https://www.imdb.com/title/tt0104454', 'tcourl': 'https://t.co/JKHxcpqRPq', 'indices': [38, 61]}]"
172,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt6710474', 'url': 'https://www.imdb.com/title/tt6710474', 'tcourl': 'https://t.co/l56ceI1FX7', 'indices': [67, 90]}]"
173,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt113583…', 'url': 'https://www.imdb.com/title/tt11358390', 'tcourl': 'https://t.co/lo09c7G3hN', 'indices': [35, 58]}]"
174,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0181875', 'url': 'https://www.imdb.com/title/tt0181875', 'tcourl': 'https://t.co/3hrTqcyjat', 'indices': [40, 63]}]"
175,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt1270798', 'url': 'https://www.imdb.com/title/tt1270798', 'tcourl': 'https://t.co/hsGa0fLV0Q', 'indices': [57, 80]}]"
176,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt144660…', 'url': 'https://www.imdb.com/title/tt14466018', 'tcourl': 'https://t.co/R955I85UnI', 'indices': [91, 114]}]"
177,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt147810…', 'url': 'https://www.imdb.com/title/tt14781036', 'tcourl': 'https://t.co/lkCkgBvHc6', 'indices': [33, 56]}]"
178,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0092593', 'url': 'https://www.imdb.com/title/tt0092593', 'tcourl': 'https://t.co/prULW4ul5x', 'indices': [63, 86]}]"
179,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt6718170', 'url': 'https://www.imdb.com/title/tt6718170', 'tcourl': 'https://t.co/BBYzWkbwR1', 'indices': [54, 77]}]"
180,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt134214…', 'url': 'https://www.imdb.com/title/tt13421498', 'tcourl': 'https://t.co/FP9HX48YZS', 'indices': [41, 64]}]"
181,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt1337193', 'url': 'https://www.imdb.com/title/tt1337193', 'tcourl': 'https://t.co/KS83X82JuN', 'indices': [59, 82]}]"
182,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt3762912', 'url': 'https://www.imdb.com/title/tt3762912', 'tcourl': 'https://t.co/FisGXE8HRk', 'indices': [43, 66]}]"
183,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt5884796', 'url': 'https://www.imdb.com/title/tt5884796', 'tcourl': 'https://t.co/nZ90ONIzsF', 'indices': [32, 55]}]"
184,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt7985704', 'url': 'https://www.imdb.com/title/tt7985704', 'tcourl': 'https://t.co/t2lguJW4lE', 'indices': [60, 83]}]"
185,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt127580…', 'url': 'http://imdb.com/title/tt12758060', 'tcourl': 'https://t.co/iR8qU3GMJ4', 'indices': [34, 57]}]"
186,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt3783958', 'url': 'https://www.imdb.com/title/tt3783958', 'tcourl': 'https://t.co/wGeiW8AiKS', 'indices': [38, 61]}]"
187,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0376994', 'url': 'https://www.imdb.com/title/tt0376994', 'tcourl': 'https://t.co/QctyqcXqjJ', 'indices': [85, 108]}]"
188,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt113583…', 'url': 'https://www.imdb.com/title/tt11358390', 'tcourl': 'https://t.co/pB1vl9s2ys', 'indices': [209, 232]}]"
189,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt3700144', 'url': 'https://www.imdb.com/title/tt3700144', 'tcourl': 'https://t.co/qjShO7DUsa', 'indices': [68, 91]}]"
190,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt6710474', 'url': 'https://www.imdb.com/title/tt6710474', 'tcourl': 'https://t.co/znwZP1Inlh', 'indices': [61, 84]}]"
191,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt211519…', 'url': 'https://www.imdb.com/title/tt21151974', 'tcourl': 'https://t.co/v86VefmI6z', 'indices': [57, 80]}]"
192,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt4114744', 'url': 'https://www.imdb.com/title/tt4114744', 'tcourl': 'https://t.co/0C5kmsVmdP', 'indices': [45, 68]}]"
193,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt271947…', 'url': 'https://www.imdb.com/title/tt27194728', 'tcourl': 'https://t.co/ObzlHy1jLs', 'indices': [72, 95]}]"
194,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt211519…', 'url': 'https://www.imdb.com/title/tt21151974', 'tcourl': 'https://t.co/DCwQNz027d', 'indices': [58, 81]}]"
195,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt150888…', 'url': 'https://www.imdb.com/title/tt15088818', 'tcourl': 'https://t.co/Thy2uZjBsh', 'indices': [80, 103]}]"
196,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt274440…', 'url': 'http://imdb.com/title/tt27444032', 'tcourl': 'https://t.co/iBaRgh1ocD', 'indices': [45, 68]}]"
197,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt131110…', 'url': 'https://www.imdb.com/title/tt13111040', 'tcourl': 'https://t.co/W9m8CtjPpl', 'indices': [41, 64]}]"
198,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt134060…', 'url': 'https://www.imdb.com/title/tt13406094', 'tcourl': 'https://t.co/LxRHhQ0r8L', 'indices': [48, 71]}]"
199,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt9113406', 'url': 'https://www.imdb.com/title/tt9113406', 'tcourl': 'https://t.co/2l7ZmERjnF', 'indices': [58, 81]}]"
200,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt198432…', 'url': 'https://www.imdb.com/title/tt19843234', 'tcourl': 'https://t.co/BGIymGfcK6', 'indices': [73, 96]}]"
201,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0370986', 'url': 'https://www.imdb.com/title/tt0370986', 'tcourl': 'https://t.co/EDQBeLUX5r', 'indices': [42, 65]}]"
202,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt152552…', 'url': 'https://www.imdb.com/title/tt15255288', 'tcourl': 'https://t.co/vfNVUXZoYN', 'indices': [43, 66]}]"
203,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt6718170', 'url': 'https://www.imdb.com/title/tt6718170', 'tcourl': 'https://t.co/tjG6ipHJt3', 'indices': [54, 77]}]"
204,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt214395…', 'url': 'https://www.imdb.com/title/tt21439528', 'tcourl': 'https://t.co/deZGzMWRVV', 'indices': [61, 84]}]"
205,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt113942…', 'url': 'https://www.imdb.com/title/tt11394296', 'tcourl': 'https://t.co/ZyqcTf39vV', 'indices': [41, 64]}]"
206,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt7453430', 'url': 'https://www.imdb.com/title/tt7453430', 'tcourl': 'https://t.co/BeYjFny7Zm', 'indices': [95, 118]}]"
207,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt226678…', 'url': 'https://www.imdb.com/title/tt22667880', 'tcourl': 'https://t.co/iigA5NIKjT', 'indices': [68, 91]}]"
208,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt007753…', 'url': 'https://www.imdb.com/title/tt0077530/', 'tcourl': 'https://t.co/tTc8YZn9Ry', 'indices': [39, 62]}]"
209,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt144527…', 'url': 'https://www.imdb.com/title/tt14452776', 'tcourl': 'https://t.co/AcOpUuwkKZ', 'indices': [37, 60]}]"
210,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt136347…', 'url': 'https://www.imdb.com/title/tt13634792', 'tcourl': 'https://t.co/iCaXl2CtKD', 'indices': [38, 61]}]"
211,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt1628298', 'url': 'https://www.imdb.com/title/tt1628298', 'tcourl': 'https://t.co/xgus0VWY7r', 'indices': [66, 89]}]"
212,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt1135503', 'url': 'https://www.imdb.com/title/tt1135503', 'tcourl': 'https://t.co/sFQDB3y8Zk', 'indices': [44, 67]}]"
213,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt273491…', 'url': 'https://www.imdb.com/title/tt27349150', 'tcourl': 'https://t.co/JWQkWC1MWD', 'indices': [66, 89]}]"
214,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt211519…', 'url': 'https://www.imdb.com/title/tt21151974', 'tcourl': 'https://t.co/k1p9dvqDiM', 'indices': [65, 88]}]"
215,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt138205…', 'url': 'https://www.imdb.com/title/tt13820580', 'tcourl': 'https://t.co/PA9v80fuqB', 'indices': [67, 90]}]"
216,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt144031…', 'url': 'https://www.imdb.com/title/tt14403178', 'tcourl': 'https://t.co/pDCpKZj2wc', 'indices': [36, 59]}]"
217,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt6264654', 'url': 'https://www.imdb.com/title/tt6264654', 'tcourl': 'https://t.co/3QXSq9GBtx', 'indices': [35, 58]}]"
218,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0439815', 'url': 'https://www.imdb.com/title/tt0439815', 'tcourl': 'https://t.co/CYWMqGW7pw', 'indices': [34, 57]}]"
219,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt182287…', 'url': 'https://www.imdb.com/title/tt18228732', 'tcourl': 'https://t.co/QN6M9fkdzj', 'indices': [48, 71]}]"
220,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt229001…', 'url': 'https://www.imdb.com/title/tt22900148', 'tcourl': 'https://t.co/NcY0zPEdSh', 'indices': [54, 77]}]"
221,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt6931658', 'url': 'https://www.imdb.com/title/tt6931658', 'tcourl': 'https://t.co/vVMKbMAvhf', 'indices': [35, 58]}]"
222,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt7405458', 'url': 'https://www.imdb.com/title/tt7405458', 'tcourl': 'https://t.co/6asDoUxRpO', 'indices': [44, 67]}]"
223,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt211519…', 'url': 'https://www.imdb.com/title/tt21151974', 'tcourl': 'https://t.co/cA35SmrQOc', 'indices': [81, 104]}]"
224,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt105777…', 'url': 'https://www.imdb.com/title/tt10577736', 'tcourl': 'https://t.co/Dn19aeEXx4', 'indices': [36, 59]}]"
225,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt211519…', 'url': 'https://www.imdb.com/title/tt21151974', 'tcourl': 'https://t.co/vS3bM1P4yr', 'indices': [57, 80]}]"
226,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt2906216', 'url': 'https://www.imdb.com/title/tt2906216', 'tcourl': 'https://t.co/0Z5wVDjm7a', 'indices': [70, 93]}]"
227,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt8228288', 'url': 'https://www.imdb.com/title/tt8228288', 'tcourl': 'https://t.co/eZPAMbLk5H', 'indices': [39, 62]}]"
